Country,Job_Title,Age_Group,Quantity,Percentage
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),40_65,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),14_25,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,3,0.04%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),14_25,2,0.02%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),26_39,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),40_65,3,0.04%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,4,0.05%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,4,0.05%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),14_25,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,4,0.05%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,7,0.08%
Italy,Head of Information Systems and Data Processing,14_25,1,0.01%
Italy,Head of Information Systems and Data Processing,26_39,1,0.01%
Italy,Head of Information Systems and Data Processing,40_65,3,0.04%
Italy,Health Data Analyst,26_39,2,0.02%
Italy,Health Data Analyst,40_65,1,0.01%
Italy,Internet Database Specialist,26_39,4,0.05%
Italy,Internet Database Specialist,40_65,7,0.08%
Italy,Marketing Database Analyst,40_65,1,0.01%
Italy,Micro Computer Data Processor,26_39,1,0.01%
Italy,Micro Computer Data Processor,40_65,1,0.01%
Italy,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40_65,4,0.05%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",40_65,2,0.02%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",26_39,1,0.01%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",40_65,2,0.02%
Italy,Oracle Database Administrator (Oracle DBA),14_25,1,0.01%
Italy,Oracle Database Administrator (Oracle DBA),26_39,1,0.01%
Italy,Oracle Database Administrator (Oracle DBA),40_65,2,0.02%
Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),40_65,1,0.01%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,2,0.02%
Italy,SQL Database Administrator,14_25,1,0.01%
Italy,SQL Database Administrator,26_39,2,0.02%
Italy,SQL Database Administrator,40_65,6,0.07%
Italy,Scientific Database Curator,26_39,1,0.01%
Italy,Scientific Database Curator,40_65,2,0.02%
Italy,Survey Data Technician,26_39,1,0.01%
Italy,Unemployed,14_25,141,1.67%
Italy,Unemployed,26_39,124,1.47%
Italy,Unemployed,40_65,181,2.14%
Italy,Voice and Data Technician,14_25,1,0.01%
Italy,Voice and Data Technician,40_65,2,0.02%
Italy,Weight in Motion Field Data Collection Technician,40_65,2,0.02%
Latvia,Clinical Data Manager,40_65,1,0.01%
Latvia,Data Analyst,40_65,1,0.01%
Latvia,Data Architect,26_39,1,0.01%
Latvia,Data Base Design Analyst,14_25,1,0.01%
Latvia,Data Communications Analyst,14_25,1,0.01%
Latvia,Data Conversion Operator,40_65,1,0.01%
Latvia,Data Coordinator,26_39,1,0.01%
Latvia,Data Operations Director,14_25,1,0.01%
Latvia,Data Processing Clerk,14_25,1,0.01%
Latvia,Data Processing Manager,26_39,1,0.01%
Latvia,Data Processing Systems Project Planner,40_65,1,0.01%
Latvia,Data Systems Manager,40_65,1,0.01%
Latvia,Data Warehouse Architect,26_39,1,0.01%
Latvia,Data Warehousing Engineer,26_39,2,0.02%
Latvia,Data Warehousing Manager,40_65,1,0.01%
Latvia,Data Warehousing Specialist,40_65,1,0.01%
Latvia,Database Administration Associate,14_25,1,0.01%
Latvia,Database Design Analyst,26_39,1,0.01%
Latvia,Databases Computer Consultant,40_65,1,0.01%
Latvia,Director of Data Operations,40_65,1,0.01%
Latvia,Head of Information Systems and Data Processing,40_65,1,0.01%
Latvia,Unemployed,14_25,5,0.06%
Latvia,Unemployed,26_39,6,0.07%
Latvia,Unemployed,40_65,2,0.02%
Latvia,Weight in Motion Field Data Collection Technician,40_65,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),26_39,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),40_65,1,0.01%
Lithuania,Clinical Data Management Associate Director,26_39,1,0.01%
Lithuania,Data Communications Software Consultant,14_25,1,0.01%
Lithuania,Data Communications Software Consultant,40_65,1,0.01%
Lithuania,Data Entry Specialist,26_39,1,0.01%
Lithuania,Data Operations Director,40_65,1,0.01%
Lithuania,Data Processing Auditor,26_39,1,0.01%
Lithuania,Data Processing Systems Project Planner,26_39,1,0.01%
Lithuania,Data Security Administrator,40_65,1,0.01%
Lithuania,Data Warehouse Architect,40_65,1,0.01%
Lithuania,Data Warehouse Specialist,40_65,1,0.01%
Lithuania,Database Administration Manager,14_25,1,0.01%
Lithuania,Database Design Analyst,26_39,1,0.01%
Lithuania,Database Designer,40_65,1,0.01%
Lithuania,Database Management System Specialist (DBMS Specialist),40_65,1,0.01%
Lithuania,Database Manager,40_65,1,0.01%
Lithuania,Database Security Administrator,40_65,1,0.01%
Lithuania,Database Specialist,26_39,1,0.01%
Lithuania,Databases Software Consultant,26_39,1,0.01%
Lithuania,Databases Software Consultant,40_65,1,0.01%
Lithuania,Director of Data Operations,40_65,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),40_65,1,0.01%
Lithuania,Internet Database Specialist,40_65,1,0.01%
Lithuania,Maintenance Data Analyst,40_65,1,0.01%
Lithuania,Oracle Database Administrator (Oracle DBA),14_25,1,0.01%
Lithuania,SQL Database Administrator,40_65,1,0.01%
Lithuania,Unemployed,14_25,10,0.12%
Lithuania,Unemployed,26_39,5,0.06%
Lithuania,Unemployed,40_65,6,0.07%
Lithuania,Voice and Data Technician,40_65,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Luxembourg,Data Communications Software Consultant,26_39,1,0.01%
Luxembourg,Data Conversion Operator,40_65,1,0.01%
Luxembourg,Data Processing Auditor,40_65,1,0.01%
Luxembourg,Data Storage Specialist,40_65,1,0.01%
Luxembourg,Database Design Analyst,26_39,1,0.01%
Luxembourg,Database Security Administrator,26_39,1,0.01%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,1,0.01%
Luxembourg,Unemployed,14_25,2,0.02%
Malta,Data Scientist,40_65,1,0.01%
Malta,Database Coordinator,26_39,1,0.01%
Malta,Database Coordinator,40_65,1,0.01%
Malta,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,1,0.01%
Malta,Internet Database Specialist,40_65,1,0.01%
Malta,Unemployed,14_25,1,0.01%
Malta,Unemployed,26_39,1,0.01%
Malta,Unemployed,40_65,1,0.01%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,2,0.02%
Netherlands,Automatic Data Processing Planner,26_39,1,0.01%
Netherlands,Automatic Data Processing Planner,40_65,2,0.02%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,3,0.04%
Netherlands,Business Database Analyst,40_65,1,0.01%
Netherlands,Clinical Data Associate,40_65,1,0.01%
Netherlands,Clinical Data Manager,40_65,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,26_39,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,40_65,1,0.01%
Netherlands,Data Administrator,26_39,2,0.02%
Netherlands,Data Administrator,40_65,1,0.01%
Netherlands,Data Analysis Assistant,40_65,1,0.01%
Netherlands,Data Analyst,40_65,1,0.01%
Netherlands,Data Center Operator,26_39,1,0.01%
Netherlands,Data Center Operator,40_65,1,0.01%
Netherlands,Data Collection Technician,14_25,1,0.01%
Netherlands,Data Collector,26_39,1,0.01%
Netherlands,Data Communications Analyst,26_39,1,0.01%
Netherlands,Data Communications Software Consultant,40_65,1,0.01%
Netherlands,Data Compiler,40_65,1,0.01%
Netherlands,Data Control Assistant,26_39,1,0.01%
Netherlands,Data Control Assistant,40_65,1,0.01%
Netherlands,Data Control Clerk Supervisor,26_39,1,0.01%
Netherlands,Data Control Clerk Supervisor,40_65,1,0.01%
Netherlands,Data Coordinator,26_39,1,0.01%
Netherlands,Data Entry Associate,40_65,1,0.01%
Netherlands,Data Entry Supervisor,26_39,1,0.01%
Netherlands,Data Examination Clerk,40_65,1,0.01%
Netherlands,Data Management Associate,14_25,1,0.01%
Netherlands,Data Management Associate,40_65,3,0.04%
Netherlands,Data Management Information Technology Specialist,26_39,1,0.01%
Netherlands,Data Management Information Technology Specialist,40_65,1,0.01%
Netherlands,Data Manager,40_65,1,0.01%
Netherlands,Data Miner,26_39,1,0.01%
Netherlands,Data Miner,40_65,1,0.01%
Netherlands,Data Modeling Specialist,26_39,1,0.01%
Netherlands,Data Modeling Specialist,40_65,1,0.01%
Netherlands,Data Processing Auditor,26_39,1,0.01%
Netherlands,Data Processing Consultant,40_65,2,0.02%
Netherlands,Data Processing Control Clerk,40_65,1,0.01%
Netherlands,Data Processing Equipment Repairer,40_65,3,0.04%
Netherlands,Data Processing Manager,26_39,1,0.01%
Netherlands,Data Processing Manager,40_65,3,0.04%
Netherlands,Data Processing Mechanic,26_39,1,0.01%
Netherlands,Data Processing Services Sales Representative,14_25,1,0.01%
Netherlands,Data Processing Systems Analyst,26_39,2,0.02%
Netherlands,Data Processing Systems Analyst,40_65,4,0.05%
Netherlands,Data Sciences Director,40_65,1,0.01%
Netherlands,Data Scientist,14_25,1,0.01%
Netherlands,Data Scientist,26_39,1,0.01%
Netherlands,Data Scientist,40_65,1,0.01%
Netherlands,Data Security Administrator,26_39,1,0.01%
Netherlands,Data Security Administrator,40_65,1,0.01%
Netherlands,Data Security Analyst,14_25,1,0.01%
Netherlands,Data Security Analyst,26_39,1,0.01%
Netherlands,Data Security Analyst,40_65,2,0.02%
Netherlands,Data Systems Manager,26_39,1,0.01%
Netherlands,Data Technician,40_65,1,0.01%
Netherlands,Data Warehouse Analyst,40_65,3,0.04%
Netherlands,Data Warehouse Specialist,40_65,2,0.02%
Netherlands,Data Warehousing Engineer,26_39,1,0.01%
Netherlands,Data Warehousing Engineer,40_65,4,0.05%
Netherlands,Data Warehousing Manager,26_39,1,0.01%
Netherlands,Data Warehousing Manager,40_65,1,0.01%
Netherlands,Database Administration Associate,26_39,1,0.01%
Netherlands,Database Administration Associate,40_65,2,0.02%
Netherlands,Database Administration Manager,40_65,1,0.01%
Netherlands,Database Administration Project Manager,40_65,1,0.01%
Netherlands,Database Analyst,40_65,1,0.01%
Netherlands,Database Architect,40_65,1,0.01%
Netherlands,Database Consultant,14_25,1,0.01%
Netherlands,Database Consultant,40_65,2,0.02%
Netherlands,Database Coordinator,26_39,3,0.04%
Netherlands,Database Coordinator,40_65,1,0.01%
Netherlands,Database Design Analyst,26_39,1,0.01%
Netherlands,Database Designer,26_39,1,0.01%
Netherlands,Database Designer,40_65,2,0.02%
Netherlands,Database Development and Administration Project Manager,40_65,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),26_39,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),40_65,1,0.01%
Netherlands,Database Manager,40_65,2,0.02%
Netherlands,Database Marketing Analyst,26_39,2,0.02%
Netherlands,Database Marketing Analyst,40_65,3,0.04%
Netherlands,Database Modeler,26_39,1,0.01%
Netherlands,Database Modeler,40_65,2,0.02%
Netherlands,Database Security Administrator,40_65,1,0.01%
Netherlands,Database Security Expert,40_65,2,0.02%
Netherlands,Database Software Technician,26_39,2,0.02%
Netherlands,Database Software Technician,40_65,1,0.01%
Netherlands,Database Specialist,14_25,1,0.01%
Netherlands,Database Specialist,40_65,1,0.01%
Netherlands,Database Tester,26_39,1,0.01%
Netherlands,Database Tester,40_65,1,0.01%
Netherlands,Director of Data Operations,14_25,1,0.01%
Netherlands,Director of Data Operations,26_39,2,0.02%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),14_25,2,0.02%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),40_65,3,0.04%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,2,0.02%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,4,0.05%
Netherlands,Field Artillery Automated Tactical Data System Specialist,40_65,2,0.02%
Netherlands,GPS Field Data Collector (Global Positioning System Field Data Collector),40_65,1,0.01%
Netherlands,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,1,0.01%
Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),26_39,1,0.01%
Netherlands,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.01%
Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,2,0.02%
Netherlands,Internet Database Specialist,40_65,3,0.04%
Netherlands,LiDAR Data Analyst,40_65,1,0.01%
Netherlands,Micro Computer Data Processor,14_25,1,0.01%
Netherlands,Oracle Database Administrator (Oracle DBA),26_39,1,0.01%
Netherlands,Oracle Database Administrator (Oracle DBA),40_65,2,0.02%
Netherlands,Reference Data Expert,26_39,1,0.01%
Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator),40_65,1,0.01%
Netherlands,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.01%
Netherlands,SQL Database Administrator,26_39,1,0.01%
Netherlands,Survey Data Technician,40_65,1,0.01%
Netherlands,Unemployed,14_25,52,0.62%
Netherlands,Unemployed,26_39,36,0.43%
Netherlands,Unemployed,40_65,79,0.93%
Netherlands,Weight in Motion Field Data Collection Technician,40_65,1,0.01%
Poland,Analytical Data Miner,14_25,1,0.01%
Poland,Analytical Data Miner,40_65,2,0.02%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,3,0.04%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26_39,7,0.08%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,4,0.05%
Poland,Automatic Data Processing Planner,14_25,2,0.02%
Poland,Automatic Data Processing Planner,26_39,2,0.02%
Poland,Automatic Data Processing Planner,40_65,2,0.02%
Poland,Automatic Data Processing Planner (ADP Planner),26_39,2,0.02%
Poland,Automatic Data Processing Planner (ADP Planner),40_65,4,0.05%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,2,0.02%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,6,0.07%
Poland,Clinical Data Abstractor,14_25,1,0.01%
Poland,Clinical Data Abstractor,40_65,1,0.01%
Poland,Clinical Data Analyst,26_39,1,0.01%
Poland,Clinical Data Analyst,40_65,2,0.02%
Poland,Clinical Data Associate,26_39,1,0.01%
Poland,Clinical Data Coordinator,40_65,1,0.01%
Poland,Clinical Data Management Associate Director,26_39,1,0.01%
Poland,Clinical Data Management Manager (CDM Manager),26_39,1,0.01%
Poland,Clinical Data Management Manager (CDM Manager),40_65,1,0.01%
Poland,Clinical Data Specialist,40_65,1,0.01%
Poland,Computer or Data Processing Systems Consultant,26_39,5,0.06%
Poland,Computer or Data Processing Systems Consultant,40_65,1,0.01%
Poland,Customer Data Technician,14_25,1,0.01%
Poland,Customer Data Technician,26_39,1,0.01%
Poland,Data Acquisition Technician,26_39,1,0.01%
Poland,Data Acquisition Technician,40_65,1,0.01%
Poland,Data Administrator,14_25,2,0.02%
Poland,Data Administrator,26_39,2,0.02%
Poland,Data Administrator,40_65,3,0.04%
Poland,Data Architect,14_25,1,0.01%
Poland,Data Architect,26_39,6,0.07%
Poland,Data Architect,40_65,3,0.04%
Poland,Data Base Design Analyst,26_39,1,0.01%
Poland,Data Base Design Analyst,40_65,2,0.02%
Poland,Data Capture Clerk,14_25,1,0.01%
Poland,Data Capture Clerk,40_65,1,0.01%
Poland,Data Capture Specialist,26_39,1,0.01%
Poland,Data Capture Specialist,40_65,2,0.02%
Poland,Data Center Operator,26_39,1,0.01%
Poland,Data Coder Operator,26_39,1,0.01%
Poland,Data Collection Technician,40_65,3,0.04%
Poland,Data Collector,26_39,1,0.01%
Poland,Data Communications Analyst,26_39,4,0.05%
Poland,Data Communications Analyst,40_65,9,0.11%
Poland,Data Communications Software Consultant,14_25,1,0.01%
Poland,Data Communications Software Consultant,26_39,2,0.02%
Poland,Data Communications Software Consultant,40_65,3,0.04%
Poland,Data Communications Technician,26_39,1,0.01%
Poland,Data Communications Technician,40_65,1,0.01%
Poland,Data Compiler,26_39,1,0.01%
Poland,Data Compiler,40_65,1,0.01%
Poland,Data Control Assistant,40_65,1,0.01%
Poland,Data Coordinator,26_39,2,0.02%
Poland,Data Coordinator,40_65,6,0.07%
Poland,Data Entry Associate,40_65,1,0.01%
Poland,Data Entry Operator,40_65,1,0.01%
Poland,Data Entry Representative,40_65,1,0.01%
Poland,Data Entry Specialist,40_65,1,0.01%
Poland,Data Entry Supervisor,40_65,1,0.01%
Poland,Data Entry Technician,14_25,1,0.01%
Poland,Data Entry Technician,40_65,1,0.01%
Poland,Data Examination Clerk,40_65,1,0.01%
Poland,Data Input Clerk,26_39,1,0.01%
Poland,Data Management Associate,14_25,1,0.01%
Poland,Data Management Associate,26_39,2,0.02%
Poland,Data Management Associate,40_65,2,0.02%
Poland,Data Management Information Technology Specialist,14_25,1,0.01%
Poland,Data Management Information Technology Specialist,26_39,3,0.04%
Poland,Data Management Information Technology Specialist,40_65,3,0.04%
Poland,Data Management Manager,40_65,1,0.01%
Poland,Data Miner,14_25,2,0.02%
Poland,Data Miner,40_65,5,0.06%
Poland,Data Modeling Specialist,26_39,3,0.04%
Poland,Data Modeling Specialist,40_65,2,0.02%
Poland,Data Officer,14_25,1,0.01%
Poland,Data Officer,26_39,3,0.04%
Poland,Data Officer,40_65,3,0.04%
Poland,Data Operations Director,40_65,4,0.05%
Poland,Data Processing Auditor,14_25,2,0.02%
Poland,Data Processing Auditor,26_39,3,0.04%
Poland,Data Processing Auditor,40_65,2,0.02%
Poland,Data Processing Clerk,40_65,1,0.01%
Poland,Data Processing Consultant,26_39,2,0.02%
Poland,Data Processing Consultant,40_65,3,0.04%
Poland,Data Processing Control Clerk,26_39,1,0.01%
Poland,Data Processing Equipment Repairer,40_65,1,0.01%
Poland,Data Processing Manager,14_25,1,0.01%
Poland,Data Processing Manager,26_39,2,0.02%
Poland,Data Processing Manager,40_65,4,0.05%
Poland,Data Processing Supervisor,40_65,1,0.01%
Poland,Data Processing Systems Analyst,14_25,2,0.02%
Poland,Data Processing Systems Analyst,26_39,1,0.01%
Poland,Data Processing Systems Analyst,40_65,2,0.02%
Poland,Data Processing Systems Project Planner,26_39,2,0.02%
Poland,Data Processing Systems Project Planner,40_65,1,0.01%
Poland,Data Recovery Planner,40_65,1,0.01%
Poland,Data Reduction Technician,14_25,1,0.01%
Poland,Data Reviewer,40_65,1,0.01%
Poland,Data Sciences Director,26_39,2,0.02%
Poland,Data Scientist,40_65,2,0.02%
Poland,Data Security Administrator,14_25,3,0.04%
Poland,Data Security Administrator,26_39,2,0.02%
Poland,Data Security Administrator,40_65,3,0.04%
Poland,Data Security Analyst,14_25,1,0.01%
Poland,Data Security Analyst,26_39,3,0.04%
Poland,Data Security Analyst,40_65,5,0.06%
Poland,Data Specialist,26_39,2,0.02%
Poland,Data Storage Specialist,14_25,3,0.04%
Poland,Data Storage Specialist,26_39,5,0.06%
Poland,Data Storage Specialist,40_65,5,0.06%
Poland,Data Systems Manager,14_25,1,0.01%
Poland,Data Systems Manager,26_39,3,0.04%
Poland,Data Systems Manager,40_65,2,0.02%
Poland,Data Technician,40_65,1,0.01%
Poland,Data Transcriber,26_39,1,0.01%
Poland,Data Typist,14_25,1,0.01%
Poland,Data Warehouse Analyst,14_25,1,0.01%
Poland,Data Warehouse Analyst,26_39,1,0.01%
Poland,Data Warehouse Analyst,40_65,6,0.07%
Poland,Data Warehouse Architect,14_25,1,0.01%
Poland,Data Warehouse Architect,26_39,1,0.01%
Poland,Data Warehouse Architect,40_65,2,0.02%
Poland,Data Warehouse Developer,14_25,2,0.02%
Poland,Data Warehouse Developer,26_39,4,0.05%
Poland,Data Warehouse Developer,40_65,5,0.06%
Poland,Data Warehouse Specialist,14_25,1,0.01%
Poland,Data Warehouse Specialist,26_39,5,0.06%
Poland,Data Warehouse Specialist,40_65,3,0.04%
Poland,Data Warehousing Engineer,14_25,1,0.01%
Poland,Data Warehousing Engineer,26_39,1,0.01%
Poland,Data Warehousing Engineer,40_65,1,0.01%
Poland,Data Warehousing Manager,26_39,5,0.06%
Poland,Data Warehousing Specialist,14_25,1,0.01%
Poland,Data Warehousing Specialist,26_39,2,0.02%
Poland,Data Warehousing Specialist,40_65,2,0.02%
Poland,Database Administration Associate,14_25,1,0.01%
Poland,Database Administration Associate,26_39,2,0.02%
Poland,Database Administration Associate,40_65,1,0.01%
Poland,Database Administration Manager,26_39,4,0.05%
Poland,Database Administration Manager,40_65,2,0.02%
Poland,Database Administration Project Manager,40_65,1,0.01%
Poland,Database Administrator (DBA),26_39,1,0.01%
Poland,Database Administrator (DBA),40_65,1,0.01%
Poland,Database Analyst,26_39,1,0.01%
Poland,Database Analyst,40_65,1,0.01%
Poland,Database Architect,14_25,1,0.01%
Poland,Database Architect,26_39,2,0.02%
Poland,Database Architect,40_65,1,0.01%
Poland,Database Consultant,14_25,2,0.02%
Poland,Database Consultant,26_39,2,0.02%
Poland,Database Consultant,40_65,2,0.02%
Poland,Database Coordinator,26_39,2,0.02%
Poland,Database Coordinator,40_65,4,0.05%
Poland,Database Design Analyst,26_39,5,0.06%
Poland,Database Design Analyst,40_65,5,0.06%
Poland,Database Designer,40_65,5,0.06%
Poland,Database Developer,14_25,1,0.01%
Poland,Database Developer,40_65,1,0.01%
Poland,Database Development and Administration Project Manager,26_39,6,0.07%
Poland,Database Development and Administration Project Manager,40_65,6,0.07%
Poland,Database Engineer,26_39,4,0.05%
Poland,Database Engineer,40_65,1,0.01%
Poland,Database Management System Specialist (DBMS Specialist),26_39,3,0.04%
Poland,Database Management System Specialist (DBMS Specialist),40_65,3,0.04%
Poland,Database Manager,14_25,1,0.01%
Poland,Database Manager,26_39,3,0.04%
Poland,Database Manager,40_65,2,0.02%
Poland,Database Marketing Analyst,26_39,4,0.05%
Poland,Database Marketing Analyst,40_65,1,0.01%
Poland,Database Modeler,14_25,1,0.01%
Poland,Database Modeler,26_39,1,0.01%
Poland,Database Modeler,40_65,2,0.02%
Poland,Database Programmer,14_25,1,0.01%
Poland,Database Programmer,40_65,1,0.01%
Poland,Database Security Administrator,14_25,2,0.02%
Poland,Database Security Administrator,26_39,5,0.06%
Poland,Database Security Administrator,40_65,4,0.05%
Poland,Database Security Expert,14_25,1,0.01%
Poland,Database Security Expert,26_39,3,0.04%
Poland,Database Security Expert,40_65,5,0.06%
Poland,Database Software Technician,14_25,1,0.01%
Poland,Database Software Technician,40_65,6,0.07%
Poland,Database Specialist,26_39,4,0.05%
Poland,Database Specialist,40_65,1,0.01%
Poland,Database Technician,40_65,1,0.01%
Poland,Database Tester,14_25,2,0.02%
Poland,Database Tester,26_39,1,0.01%
Poland,Database Tester,40_65,3,0.04%
Poland,Databases Computer Consultant,14_25,1,0.01%
Poland,Databases Computer Consultant,40_65,3,0.04%
Poland,Databases Software Consultant,26_39,1,0.01%
Poland,Databases Software Consultant,40_65,4,0.05%
Poland,Datastage Developer,26_39,2,0.02%
Poland,Director of Data Operations,14_25,2,0.02%
Poland,Director of Data Operations,26_39,4,0.05%
Poland,Director of Data Operations,40_65,5,0.06%
Poland,Electronic Data Interchange System Developer (EDI System Developer),26_39,1,0.01%
Poland,Electronic Data Interchange System Developer (EDI System Developer),40_65,4,0.05%
Poland,Electronic Data Processing Auditor (EDP Auditor),26_39,5,0.06%
Poland,Electronic Data Processing Auditor (EDP Auditor),40_65,1,0.01%
Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,1,0.01%
Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,1,0.01%
Poland,Field Artillery Automated Tactical Data System Specialist,14_25,2,0.02%
Poland,Field Traffic Data Technician,26_39,1,0.01%
Poland,Flight Data Technician,40_65,3,0.04%
Poland,Flight Test Data Acquisition Technician,14_25,1,0.01%
Poland,Flight Test Data Acquisition Technician,40_65,1,0.01%
Poland,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,3,0.04%
Poland,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,2,0.02%
Poland,Geographic Information Systems Data Manager (GIS Data Manager),26_39,3,0.04%
Poland,Geographic Information Systems Data Manager (GIS Data Manager),40_65,3,0.04%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,2,0.02%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,5,0.06%
Poland,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,5,0.06%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),14_25,1,0.01%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,5,0.06%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,6,0.07%
Poland,Head of Information Systems and Data Processing,40_65,2,0.02%
Poland,Internet Database Specialist,26_39,1,0.01%
Poland,Internet Database Specialist,40_65,1,0.01%
Poland,LiDAR Data Analyst,26_39,1,0.01%
Poland,LiDAR Data Analyst,40_65,2,0.02%
Poland,Log Data Technician,26_39,1,0.01%
Poland,Marketing Database Analyst,26_39,2,0.02%
Poland,Medical Data Analyst,26_39,1,0.01%
Poland,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",26_39,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40_65,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",26_39,2,0.02%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",40_65,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),14_25,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),26_39,3,0.04%
Poland,Oracle Database Administrator (Oracle DBA),40_65,3,0.04%
Poland,Reference Data Expert,40_65,1,0.01%
Poland,SCADA Operator (Supervisory Control and Data Acquisition Operator),14_25,1,0.01%
Poland,SQL Database Administrator,14_25,2,0.02%
Poland,SQL Database Administrator,26_39,3,0.04%
Poland,SQL Database Administrator,40_65,5,0.06%
Poland,Scientific Database Curator,26_39,1,0.01%
Poland,Survey Data Technician,40_65,1,0.01%
Poland,Unemployed,14_25,115,1.36%
Poland,Unemployed,26_39,70,0.83%
Poland,Unemployed,40_65,139,1.64%
Poland,Voice and Data Technician,14_25,1,0.01%
Poland,Weight in Motion Field Data Collection Technician,40_65,1,0.01%
Portugal,Analytical Data Miner,26_39,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,2,0.02%
Portugal,Automatic Data Processing Planner,26_39,1,0.01%
Portugal,Automatic Data Processing Planner (ADP Planner),40_65,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,3,0.04%
